hold_time,user,press_press_time,press_release_time
68600.0,s027,667000.0,512900.0
159200.0,s027,775000.0,706400.0
118800.0,s027,72600.0,-86600.0
88200.0,s027,1142100.0,1023300.0000000001
118000.0,s027,899200.0,811000.0
108500.0,s027,298300.0,180300.0
117200.0,s027,97700.0,-10800.0
98700.0,s027,337900.0,220700.0
134100.0,s027,168900.0,70200.0
95600.0,s027,383900.0,249800.0
89500.0,s027,499800.0,390500.0
124100.0,s027,649800.0,560300.0
102800.0,s027,84700.0,-39400.0
84200.0,s027,938200.0,835400.0
123800.0,s027,773300.0,689100.0
112500.0,s027,287200.0,163400.0
112500.0,s027,82400.0,-30100.0
87900.0,s027,293300.0,180800.0
148900.0,s027,228300.0,140400.0
109800.0,s027,395300.0,246400.0
94000.0,s027,798800.0,682900.0
139700.0,s027,272400.0,178400.0
99000.0,s027,94800.0,-44900.0
74700.0,s027,860600.0,761600.0
124900.0,s027,771700.0,697000.0
125900.00000000001,s027,283000.0,158100.0
98000.0,s027,92700.0,-33200.0
95000.0,s027,507900.0,409900.0
129899.99999999999,s027,203200.0,108200.0
75200.0,s027,1378000.0,1248100.0
85000.0,s027,413000.0,343800.0
105600.0,s027,781900.0,696900.0
92700.0,s027,101600.0,-4000.0
85000.0,s027,595900.0,503200.0
134200.0,s027,684900.0,599900.0
133300.0,s027,273300.0,139100.0
119000.0,s027,60800.0,-72500.0
102700.0,s027,313800.0,194800.0
122700.0,s027,158400.0,55700.0
94200.0,s027,287000.0,164300.0
82900.0,s027,389400.0,308100.0
83900.0,s027,393300.0,310400.0
76300.0,s027,75200.0,-8700.0
68900.0,s027,636300.0,560000.0
109000.0,s027,470600.0,401700.0
119600.0,s027,224700.0,115700.0
101700.0,s027,107500.0,-12100.0
77900.0,s027,255600.0,153900.0
102700.0,s027,163400.0,85500.0
88700.0,s027,286800.0,184100.0
74200.0,s027,370400.0,310500.0
90000.0,s027,367900.0,293700.0
108000.0,s027,96900.0,6900.0
71500.0,s027,847900.0,739900.0
98700.0,s027,435000.0,363500.0
105100.0,s027,463200.0,364500.0
120100.0,s027,96700.0,-8400.0
72300.0,s027,428400.0,308300.0
108500.0,s027,154400.0,82100.0
93200.0,s027,289400.0,180900.0
71500.0,s027,323700.0,240300.0
100100.0,s027,337000.0,265500.0
88800.0,s027,93700.0,-6400.0
71500.0,s027,707100.0,618300.0
105600.0,s027,1122400.0,1050900.0
116200.0,s027,269300.0,163700.0
88000.0,s027,76600.0,-39600.0
65199.99999999999,s027,269900.0,181900.0
108000.0,s027,141500.0,76300.0
91600.0,s027,297400.0,189400.0
80300.0,s027,259100.0,182300.0
115100.0,s027,233900.0,153600.0
69700.0,s027,118300.0,3200.0
62000.0,s027,639700.0,570000.0
85500.0,s027,492700.0,430700.0
89300.0,s027,272900.0,187400.0
80800.0,s027,74000.0,-15300.0
66500.0,s027,231000.0,150200.0
101900.0,s027,164400.0,97900.0
84500.0,s027,316600.0,214700.0
85300.0,s027,305100.0,215300.0
92700.0,s027,290900.0,205600.0
76000.0,s027,122000.0,29300.0
63100.0,s027,627000.0,551000.0
111700.0,s027,411300.0,348200.0
115100.0,s027,225200.0,113500.0
102700.0,s027,79000.0,-36100.0
62600.0,s027,166900.0,64199.99999999999
110100.0,s027,191100.0,128500.0
72900.0,s027,353300.0,243200.0
74400.0,s027,282300.0,179900.0
106200.0,s027,312700.0,238300.0
77100.0,s027,105100.0,-1100.0
62799.99999999999,s027,532800.0,455700.0
85300.0,s027,399900.0,337100.0
117500.0,s027,224700.0,139400.0
97200.0,s027,89000.0,-28500.0
73700.0,s027,212800.0,115600.0
93200.0,s027,206700.0,133000.0
71000.0,s027,307100.0,213900.0
76600.0,s027,255100.0,159300.0
111700.0,s027,224100.0,147500.0
91900.0,s027,120400.0,8700.0
55700.0,s027,719100.0,627200.0
115900.0,s027,578000.0,522300.0
98800.0,s027,224900.0,109000.0
97200.0,s027,69000.0,-29800.0
62799.99999999999,s027,179900.0,82700.0
86600.0,s027,174400.0,111600.0
91300.0,s027,270400.0,183800.0
76300.0,s027,425400.0,326100.0
94000.0,s027,251000.0,174700.0
79800.0,s027,68900.0,-25100.0
57000.0,s027,568200.0,488400.0
81000.0,s027,469300.0,412300.0
91100.0,s027,403800.0,322800.0
81800.0,s027,95400.0,4300.0
82600.0,s027,384800.0,303000.0
95300.0,s027,382600.0,300000.0
82900.0,s027,480200.0,384900.0
72300.0,s027,514300.0,421400.0
116200.0,s027,288200.0,215900.0
80300.0,s027,86300.0,-29900.0
68100.0,s027,573000.0,492700.0
90000.0,s027,500100.0,432000.0
112500.0,s027,308300.0,218300.0
98000.0,s027,97200.0,-15300.0
105100.0,s027,208600.0,110600.0
84700.0,s027,196400.0,91300.0
107400.0,s027,483100.0,398400.0
75800.0,s027,387600.0,301800.0
95800.0,s027,303600.0,227800.0
80800.0,s027,84200.0,-11600.0
58600.0,s027,533100.0,452300.0
92900.0,s027,438500.0,379900.0
120900.0,s027,242600.0,149700.0
95600.0,s027,95600.0,-25300.0
86900.0,s027,158700.0,63100.0
104500.0,s027,217300.0,130399.99999999999
70500.0,s027,378300.0,273800.0
87100.0,s027,315800.0,222400.0
115400.0,s027,258700.0,171600.0
91900.0,s027,97700.0,-17700.0
64400.0,s027,525200.0,433300.0
87900.0,s027,391500.0,327100.0
130500.0,s027,238100.0,150200.0
104900.0,s027,108600.0,-21900.0
81800.0,s027,152200.0,47300.0
89500.0,s027,189500.0,107700.0
84700.0,s027,336700.0,247200.0
69200.0,s027,377400.0,291300.0
99000.0,s027,243700.0,174500.0
86600.0,s027,104300.0,5300.0
49600.0,s027,537600.0,451000.0
73400.0,s027,703900.0,654300.0
104300.0,s027,262400.0,189000.0
99300.0,s027,38400.0,-65900.0
81600.0,s027,160600.0,61300.0
101600.0,s027,292200.0,210600.0
91100.0,s027,289600.0,188000.0
81000.0,s027,402600.0,313400.0
89300.0,s027,246800.0,165800.0
72900.0,s027,86600.0,-2700.0
25600.0,s027,557900.0,485000.0
77400.0,s027,470900.0,445300.0
110900.0,s027,300200.0,222800.0
130399.99999999999,s027,61100.0,-49800.0
63600.00000000001,s027,189800.0,59400.0
72900.0,s027,305100.0,241500.0
85300.0,s027,364900.0,292000.0
87100.0,s027,343800.0,238700.0
105600.0,s027,267400.0,180300.0
83700.0,s027,97100.0,-8500.0
67300.0,s027,717500.0,633800.0
118300.0,s027,395700.0,328400.0
110400.0,s027,223400.0,105100.0
108500.0,s027,82700.0,-27700.0
63900.0,s027,148200.0,39700.0
92100.0,s027,209000.0,145100.0
92900.0,s027,284100.0,192000.0
70200.0,s027,384800.0,326400.0
116700.0,s027,481600.0,411400.0
95900.0,s027,107400.0,-9300.0
56800.0,s027,649300.0,553400.0
110900.0,s027,377200.0,320400.0
119600.0,s027,208300.0,97400.0
119600.0,s027,98000.0,-21600.0
95800.0,s027,143200.0,23600.0
92900.0,s027,206100.0,110300.0
102900.0,s027,358800.0,265900.0
96400.0,s027,395300.0,295500.0
107400.0,s027,451900.0,355500.0
91300.0,s027,116100.0,8700.0
72300.0,s027,703500.0,612200.0
124900.0,s027,410900.0,338600.0
139400.0,s027,209900.0,85000.0
112200.0,s027,104100.0,-35300.0
