hold_time,user,press_press_time,press_release_time
125400.00000000001,s005,239300.0,166400.0
85300.0,s005,341600.0,216200.0
120600.0,s005,806800.0,721500.0
66000.0,s005,718300.0,597700.0
112400.0,s005,867200.0,801200.0
100000.0,s005,680400.0,568000.0
184000.0,s005,1372300.0,1272300.0
74700.0,s005,562500.0,378500.0
86600.0,s005,377900.0,303200.0
79700.0,s005,603400.0,516800.00000000006
107700.0,s005,998300.0,926200.0
75200.0,s005,380300.0,272600.0
151200.0,s005,261000.0,185800.0
111400.0,s005,496400.0,345200.0
147300.0,s005,1119800.0,1008400.0
97100.0,s005,816300.0,669000.0
157000.0,s005,305400.0,208300.0
98200.0,s005,275600.0,118600.0
56000.0,s005,553400.0,455200.0
107400.0,s005,499500.0,443500.0
136200.0,s005,1267100.0,1204000.0
79200.0,s005,325400.0,189200.0
129300.0,s005,258100.0,178900.0
104500.0,s005,512499.99999999994,383200.0
132500.0,s005,762800.0,658300.0
88400.0,s005,454200.0,321700.0
178700.0,s005,595100.0,506700.00000000006
48300.0,s005,285400.0,106700.0
63400.0,s005,1070800.0,1022500.0
87100.0,s005,500000.0,436600.0
128800.0,s005,652800.0,548800.0
97700.0,s005,431000.0,302200.0
114300.0,s005,298800.0,201100.0
106600.0,s005,470300.0,356000.0
113500.0,s005,717800.0,611200.0
108200.0,s005,372100.0,258600.0
139900.0,s005,270100.0,161900.0
80300.0,s005,330500.0,190600.0
91600.0,s005,428600.0,348300.0
138800.0,s005,744900.0,653300.0
109000.0,s005,621200.0,537500.0
92400.0,s005,426700.0,317700.0
90500.0,s005,277400.0,185000.0
102700.0,s005,451800.0,361300.0
111100.0,s005,728200.0,625500.0
88200.0,s005,422600.0,311500.0
128000.0,s005,175100.0,86900.0
86900.0,s005,240500.0,112500.0
124100.0,s005,438900.0,352000.0
95800.0,s005,522700.00000000006,398600.0
150200.0,s005,479400.0,384400.0
78700.0,s005,316000.0,165800.0
131200.0,s005,338100.0,259400.00000000003
134900.0,s005,675300.0,544100.0
164200.0,s005,852500.0,717600.0
87100.0,s005,410700.0,246500.0
121900.0,s005,187700.0,100600.0
75800.0,s005,319600.0,197700.0
66300.0,s005,956100.0,880300.0
108500.0,s005,549900.0,483600.0
