hold_time,user,press_press_time,press_release_time
64199.99999999999,s022,676000.0,613200.0
64699.99999999999,s022,253699.99999999997,189500.0
98500.0,s022,925800.0,861100.0
65199.99999999999,s022,2110800.0,2012300.0000000002
67900.0,s022,1191000.0,1125800.0
57000.0,s022,900800.0,832900.0
65500.0,s022,298800.0,241800.0
60500.0,s022,875700.0,810200.0
60700.0,s022,831000.0,770500.0
89500.0,s022,1038300.0,977600.0
59700.0,s022,1069000.0,1017200.0000000001
52300.0,s022,678000.0,618300.0
82400.0,s022,236300.0,184000.0
56200.0,s022,1345600.0,1263200.0
68400.0,s022,1434100.0,1377900.0
53300.0,s022,811300.0,742900.0
80800.0,s022,267100.0,213800.0
56800.0,s022,245800.0,165000.0
79700.0,s022,1207800.0,1151000.0
79700.0,s022,981300.0,901600.0
49900.0,s022,1337500.0,1281300.0
38300.0,s022,379300.0,329400.0
65199.99999999999,s022,227300.0,189000.0
55200.0,s022,1516000.0,1450800.0
60500.0,s022,1448100.0,1392900.0
46200.0,s022,1117400.0,1056900.0
73100.0,s022,212500.0,166300.0
48600.0,s022,431000.0,357900.0
52500.0,s022,481600.0,433000.0
63100.0,s022,828200.0,775700.0
50400.0,s022,539900.0,493900.0
37000.0,s022,327200.0,276800.0
53100.0,s022,213800.0,176800.0
52000.0,s022,1471500.0,1418400.0
56200.0,s022,1049500.0,997500.0
43600.0,s022,944700.0,888500.0
62600.0,s022,587300.0,543700.0
54100.0,s022,561900.0,499300.0
61500.0,s022,575500.0,521400.0
69700.0,s022,1857900.0,1796400.0
43000.0,s022,591800.0,547200.0
35700.0,s022,299500.0,256500.0
75000.0,s022,185900.0,150200.0
40700.0,s022,1659100.0,1584100.0
71500.0,s022,945700.0,905000.0
50400.0,s022,1509900.0,1438400.0
76300.0,s022,220700.0,170300.0
44900.0,s022,238700.0,162400.0
38800.0,s022,447100.0,402200.0
49100.0,s022,1182400.0,1143600.0
53100.0,s022,468900.0,422700.0
54400.0,s022,499600.0,446500.0
108500.0,s022,194800.0,140400.0
52000.0,s022,984300.0,875800.0
50400.0,s022,1212600.0,1160600.0
46500.0,s022,873500.0,823100.0
92700.0,s022,256900.00000000003,210400.0
51000.0,s022,434500.0,341800.0
42300.0,s022,1147200.0,1096200.0
59700.0,s022,691600.0,649300.0
43300.0,s022,424800.0,382800.0
35400.0,s022,251000.0,207700.0
73700.0,s022,168400.0,133000.0
46500.0,s022,1129200.0,1055500.0
67300.0,s022,933800.0,887300.0
49400.0,s022,896200.0,828900.0
68100.0,s022,432700.0,383300.0
47000.0,s022,234100.0,166000.0
66800.0,s022,4025200.0,3978200.0
77400.0,s022,783400.0,716600.0
50200.0,s022,484900.0,437400.0
51800.0,s022,427800.0,377600.0
83900.0,s022,221800.0,170000.0
42500.0,s022,1155000.0,1071100.0
54900.0,s022,1246900.0,1204400.0
46200.0,s022,731500.0,676600.0
80000.0,s022,240300.0,194100.0
51000.0,s022,267700.0,187700.0
75200.0,s022,428900.0,377900.0
75200.0,s022,817900.0,742700.0
44900.0,s022,798800.0,720900.0
42000.0,s022,442600.0,397700.0
104500.0,s022,151800.0,109800.0
39400.0,s022,1236000.0,1131500.0
51200.0,s022,630900.0,591500.0
38000.0,s022,990100.0,938900.0
93200.0,s022,199600.0,161600.0
54100.0,s022,301700.0,208500.0
67600.0,s022,566300.0,512200.0
69700.0,s022,833000.0,765400.0
43600.0,s022,478100.0,441100.0
43300.0,s022,271400.0,227800.0
81800.0,s022,197200.0,153900.0
48900.0,s022,890600.0,808800.0
56500.0,s022,616100.0,567200.0
45200.0,s022,1044600.0,988100.0
93700.0,s022,243500.0,198300.0
51800.0,s022,261100.0,167400.0
52300.0,s022,429200.0,377400.0
74700.0,s022,751500.0,699200.0
48300.0,s022,539800.0,487300.0
40100.0,s022,315100.0,266800.0
116700.0,s022,1047600.0000000001,1007500.0000000001
51000.0,s022,887800.0,771100.0
50400.0,s022,843800.0,792800.0
35700.0,s022,988600.0,938200.0
89200.0,s022,326600.0,290900.0
52300.0,s022,257900.00000000003,168700.0
50400.0,s022,745200.0,692900.0
53100.0,s022,1008699.9999999999,958300.0
38800.0,s022,429300.0,389900.0
31200.0,s022,282400.0,243600.0
71500.0,s022,174300.0,143100.0
48100.0,s022,1271600.0,1200100.0
51500.0,s022,1050700.0,1002599.9999999999
48100.0,s022,516499.99999999994,465000.0
99500.0,s022,268500.0,220400.0
44900.0,s022,183200.0,83700.0
50400.0,s022,428800.0,383900.0
54400.0,s022,1444900.0,1394500.0
48900.0,s022,527700.0,480700.0
24600.0,s022,397800.0,348900.0
96600.0,s022,373000.0,348400.0
42000.0,s022,979300.0,882700.0
54900.0,s022,1497100.0,1455100.0
44400.0,s022,423600.0,368700.0
96600.0,s022,254000.0,209600.0
49100.0,s022,202000.0,105400.0
54100.0,s022,365800.0,316700.0
62799.99999999999,s022,925900.0,871800.0
47800.0,s022,464200.0,415300.0
37200.0,s022,259200.0,211400.0
113200.0,s022,179700.0,142500.0
46700.0,s022,1077400.0,964200.0
