hold_time,user,press_press_time,press_release_time
101600.0,s047,708800.0,603300.0
57800.0,s047,617200.0,515599.99999999994
105500.0,s047,239300.0,181500.0
68900.0,s047,1387400.0,1281900.0
95500.0,s047,785200.0,716300.0
93400.0,s047,701300.0,605800.0
93900.0,s047,152300.0,58900.0
66500.0,s047,811800.0,717900.0
100200.0,s047,2493100.0,2426600.0
113200.0,s047,5302700.0,5202500.0
87300.0,s047,931600.0,839000.0
57800.0,s047,216300.0,129000.0
60700.0,s047,116900.0,59100.0
67300.0,s047,1141900.0,1081200.0
95800.0,s047,743000.0,675700.0
69900.0,s047,846900.0,751100.0
99700.0,s047,228700.0,158800.0
80500.0,s047,659900.0,560200.0
140900.0,s047,489500.0,409000.0
103700.0,s047,1086400.0,945500.0
84400.0,s047,569300.0,501200.0
69900.0,s047,691700.0,607300.0
85500.0,s047,149000.0,79100.0
61500.0,s047,780900.0,695400.0
78600.0,s047,668300.0,606800.0
58100.0,s047,762400.0,683800.0
63600.00000000001,s047,201100.0,143000.0
56700.0,s047,183700.0,120100.0
100500.0,s047,710200.0,653500.0
116900.0,s047,638900.0,538400.0
77800.0,s047,320400.0,231500.0
69100.0,s047,202300.0,124500.0
52500.0,s047,115300.0,46200.0
59400.0,s047,864700.0,812200.0
68300.0,s047,2202900.0,2143500.0
59400.0,s047,803600.0,735300.0
67300.0,s047,189000.0,129600.0
74700.0,s047,200500.0,133200.0
120300.0,s047,573100.0,498400.0
84700.0,s047,456200.0,335900.0
76800.0,s047,815300.0,738000.0
50100.0,s047,181800.0,105000.0
72800.0,s047,108100.0,58000.0
70400.0,s047,1215400.0,1142600.0
85500.0,s047,490100.0,419700.0
61000.0,s047,845800.0,760300.0
120000.0,s047,358600.0,297600.0
115300.0,s047,245900.0,125900.00000000001
93600.0,s047,523000.0,407700.0
96300.0,s047,259900.00000000003,166300.0
77800.0,s047,909200.0,832200.0
53800.0,s047,197800.0,120000.0
70400.0,s047,165400.0,111600.0
63600.00000000001,s047,1104600.0,1034200.0
78900.0,s047,447100.0,383500.0
69100.0,s047,540900.0,462000.0
74100.0,s047,145700.0,76600.0
72000.0,s047,158800.0,84700.0
104500.0,s047,559600.0,487600.0
84200.0,s047,1403100.0,1298600.0
86000.0,s047,406600.0,314300.0
47800.0,s047,548300.0,462300.0
59100.0,s047,140400.0,92600.0
78100.0,s047,1012100.0,953000.0
81500.0,s047,524900.0,446800.0
62000.0,s047,637400.0,555900.0
62500.0,s047,161800.0,99800.0
79100.0,s047,169900.0,107400.0
105000.0,s047,488900.0,409800.0
111800.0,s047,285500.0,180500.0
98400.0,s047,455700.0,397100.0
65700.0,s047,201500.0,103100.0
49900.0,s047,120800.0,55100.0
64900.0,s047,1044300.0,994400.0
82400.0,s047,440500.0,375600.0
59100.0,s047,430800.0,348400.0
61700.0,s047,163900.0,104800.0
91500.0,s047,150100.0,88400.0
109200.0,s047,760200.0,668700.0
90000.0,s047,333300.0,224100.0
90200.0,s047,398100.0,337700.0
63600.00000000001,s047,222600.0,132400.0
61000.0,s047,114000.0,50400.0
70700.0,s047,1003200.0000000001,942200.0
82100.0,s047,601700.0,531000.0
48300.0,s047,878300.0,796200.0
85700.0,s047,174700.0,126400.00000000001
102600.0,s047,178300.0,92600.0
117900.0,s047,473100.0,370500.0
130000.0,s047,426100.0,308200.0
94200.0,s047,445700.0,395000.0
