hold_time,user,press_press_time,press_release_time
78900.0,s054,472500.0,382300.0
87100.0,s054,256699.99999999997,177800.0
41200.0,s054,245900.0,158800.0
74400.0,s054,1081500.0,1040300.0
38000.0,s054,814500.0,740100.0
101600.0,s054,715500.0,677500.0
73100.0,s054,202200.0,100600.0
112600.0,s054,692600.0,619500.0
100800.0,s054,356800.0,244200.0
163800.0,s054,284000.0,183200.0
76800.0,s054,816700.0,717500.0
88600.0,s054,198100.0,121300.0
115000.0,s054,150600.0,62000.0
67300.0,s054,695400.0,580400.0
62000.0,s054,465300.0,398000.0
69900.0,s054,561500.0,499500.0
71500.0,s054,163600.0,93700.0
68600.0,s054,717400.0,645900.0
99700.0,s054,194700.0,126099.99999999999
117100.0,s054,347200.0,247500.0
80700.0,s054,839100.0,730900.0
52500.0,s054,429900.0,349200.0
63299.99999999999,s054,107400.0,54900.0
69100.0,s054,650000.0,586700.0
91500.0,s054,413600.0,344500.0
98100.0,s054,224200.0,132700.0
78900.0,s054,263500.0,165400.0
54400.0,s054,539700.0,460800.0
95500.0,s054,181500.0,127099.99999999999
119000.0,s054,200400.0,104900.0
67800.0,s054,288200.0,180800.0
71500.0,s054,135100.0,67300.0
73600.0,s054,130300.0,58800.0
72600.0,s054,371600.0,298000.0
61500.0,s054,538100.0,465500.0
83100.0,s054,225800.0,164300.0
97100.0,s054,182900.0,99800.0
13500.0,s054,296000.0,198900.0
90000.0,s054,329400.0,315900.0
111800.0,s054,511000.0,421000.0
71000.0,s054,1198200.0,1104800.0
88600.0,s054,175700.0,104700.0
72000.0,s054,652200.0,563600.0
66500.0,s054,610500.0,538500.0
70200.0,s054,550000.0,483500.0
77000.0,s054,264600.0,194400.0
81800.0,s054,298100.0,221100.0
79400.0,s054,238500.0,156700.0
82000.0,s054,468600.0,389200.0
99200.0,s054,199300.0,117300.0
65199.99999999999,s054,377000.0,301300.0
85200.0,s054,108200.0,43000.0
45700.0,s054,124500.0,39300.0
5800.0,s054,503499.99999999994,457800.0
73300.0,s054,605800.0,600000.0
84200.0,s054,209700.0,136400.0
105500.0,s054,109600.0,25400.0
56200.0,s054,215300.0,109800.0
106000.0,s054,203600.0,147400.0
95000.0,s054,330300.0,224300.0
49600.0,s054,1436900.0,1334300.0
100800.0,s054,169100.0,119500.0
69700.0,s054,166000.0,65199.99999999999
68300.0,s054,482700.0,413000.0
59400.0,s054,413300.0,345000.0
79400.0,s054,164500.0,105100.0
81500.0,s054,133300.0,53900.0
93900.0,s054,577600.0,496100.0
95000.0,s054,258700.0,164800.0
74400.0,s054,225700.0,130700.00000000001
87600.0,s054,355700.0,243600.0
108400.0,s054,121700.0,34100.0
97100.0,s054,140900.0,32500.0
71800.0,s054,616900.0,519800.00000000006
74100.0,s054,410300.0,338500.0
75200.0,s054,134800.0,60700.0
105500.0,s054,119300.0,44100.0
80500.0,s054,150400.0,44900.0
99700.0,s054,211600.0,131100.0
78900.0,s054,313200.0,213500.0
100500.0,s054,454600.0,344600.0
130800.0,s054,136100.0,35600.0
114500.0,s054,134800.0,4000.0
69900.0,s054,358700.0,244200.0
83100.0,s054,338400.0,268500.0
87800.0,s054,215500.0,132400.0
86000.0,s054,105800.0,18000.0
21400.0,s054,212900.0,126900.00000000001
120000.0,s054,310200.0,288800.0
88400.0,s054,323200.0,203200.0
92300.0,s054,363600.0,254699.99999999997
116600.0,s054,100200.0,7900.000000000001
95000.0,s054,118000.0,1400.0
73900.0,s054,307300.0,212300.0
73900.0,s054,376800.0,302900.0
87800.0,s054,189500.0,115600.0
66000.0,s054,183900.0,96100.0
96000.0,s054,98000.0,32000.0
96800.0,s054,205200.0,109200.0
25600.0,s054,334300.0,237500.0
74400.0,s054,308800.0,212200.0
104700.0,s054,101300.0,26900.0
84400.0,s054,116900.0,12200.0
73600.0,s054,330700.0,246300.0
73900.0,s054,360800.0,287200.0
77000.0,s054,204300.0,130399.99999999999
85700.0,s054,154600.0,77600.0
95500.0,s054,121600.0,35900.0
105800.0,s054,257699.99999999997,162200.0
95800.0,s054,246800.0,141000.0
61700.0,s054,456900.0,334000.0
96600.0,s054,104200.0,42500.0
103100.0,s054,104800.0,8200.0
66500.0,s054,305400.0,202300.0
77300.0,s054,333800.0,267300.0
67500.0,s054,145100.0,67800.0
12400.0,s054,192600.0,125099.99999999999
86300.0,s054,40200.0,27800.0
88100.0,s054,1006100.0,919800.0
78600.0,s054,134700.0,46600.0
76000.0,s054,342800.0,238100.0
103900.0,s054,77100.0,1100.0
48300.0,s054,153800.0,49900.0
97100.0,s054,339200.0,290900.0
56500.0,s054,628800.0,531700.0
85200.0,s054,248300.0,191800.0
100800.0,s054,295200.0,210000.0
77800.0,s054,110100.0,9300.0
104500.0,s054,191700.0,113900.0
94200.0,s054,214100.0,109600.0
82000.0,s054,330400.0,219100.0
108900.0,s054,121600.0,39600.0
95200.0,s054,119200.0,10300.0
71000.0,s054,259799.99999999997,164600.0
74400.0,s054,336100.0,265100.0
67000.0,s054,148000.0,73600.0
87600.0,s054,157000.0,90000.0
73300.0,s054,96100.0,8500.0
100200.0,s054,189600.0,116300.0
106600.0,s054,218500.0,118300.0
68300.0,s054,300600.0,208500.0
105000.0,s054,91000.0,22700.0
97900.0,s054,86800.0,-18200.0
69100.0,s054,234800.0,136900.0
77800.0,s054,401500.0,332400.0
66800.0,s054,140400.0,62600.0
84900.0,s054,176100.0,109300.0
88100.0,s054,109800.0,24900.0
106600.0,s054,202300.0,114200.0
129200.00000000001,s054,213300.0,106700.0
76800.0,s054,494400.0,398100.0
102900.0,s054,96900.0,20100.0
77800.0,s054,142500.0,39600.0
59100.0,s054,260500.0,182700.0
86300.0,s054,292900.0,233800.0
90700.0,s054,150700.0,64400.0
95800.0,s054,157300.0,66600.0
95000.0,s054,80200.0,-15600.0
93400.0,s054,210500.0,115500.0
140100.0,s054,202700.0,109300.0
61700.0,s054,228300.0,122000.0
91800.0,s054,115800.0,54100.0
68900.0,s054,118200.0,26400.0
66200.0,s054,502200.0,433300.0
76000.0,s054,322400.0,256199.99999999997
61700.0,s054,109300.0,33300.0
88100.0,s054,143300.0,81600.0
68100.0,s054,83100.0,-5000.0
88900.0,s054,185500.0,117400.0
105800.0,s054,182900.0,94000.0
79100.0,s054,253699.99999999997,172700.0
92600.0,s054,121600.0,42500.0
80500.0,s054,120900.0,28300.0
72300.0,s054,542200.0,461700.0
67000.0,s054,437600.0,365300.0
79400.0,s054,169600.0,102600.0
85500.0,s054,175200.0,95800.0
69700.0,s054,108000.0,22500.0
103400.0,s054,184400.0,114700.0
78900.0,s054,228300.0,124900.0
83400.0,s054,276000.0,177100.0
63100.0,s054,123500.0,40100.0
60700.0,s054,97900.0,34800.0
78400.0,s054,443600.0,382900.0
66800.0,s054,352000.0,273600.0
72300.0,s054,137800.0,71000.0
97600.0,s054,149700.0,77400.0
98100.0,s054,798300.0,700700.0
79900.0,s054,886300.0,788200.0
103100.0,s054,447700.0,367800.0
90500.0,s054,434800.0,313200.0
107900.0,s054,136200.0,45700.0
116600.0,s054,119300.0,11400.0
75700.0,s054,274300.0,157700.0
81500.0,s054,782000.0,706300.0
76000.0,s054,179400.0,97900.0
98900.0,s054,136800.0,60800.0
76200.0,s054,142500.0,43600.0
94200.0,s054,870700.0,794500.0
118200.0,s054,151600.0,57400.0
86000.0,s054,804400.0,703100.0
73600.0,s054,110300.0,24300.0
86500.0,s054,133000.0,59400.0
61500.0,s054,784800.0,698300.0
72000.0,s054,443700.0,382200.0
66800.0,s054,167300.0,95300.0
99500.0,s054,142800.0,76000.0
91000.0,s054,522300.0,422800.0
95000.0,s054,218600.0,127599.99999999999
86000.0,s054,299500.0,204500.0
85700.0,s054,302700.0,217200.0
102400.0,s054,99700.0,14000.0
112900.0,s054,136700.0,34300.0
69400.0,s054,266400.0,153500.0
53300.0,s054,395200.0,325800.0
86300.0,s054,143600.0,90300.0
100500.0,s054,164200.0,77900.0
76200.0,s054,152300.0,51800.0
102600.0,s054,193800.0,117600.0
101300.0,s054,249600.0,147000.0
77300.0,s054,331200.0,207500.0
110500.0,s054,101900.0,24600.0
101800.0,s054,131100.0,20600.0
68600.0,s054,254199.99999999997,152400.0
78900.0,s054,315200.0,246600.0
87600.0,s054,133100.0,54200.0
116900.0,s054,144700.0,57100.0
73100.0,s054,131200.0,14300.0
89700.0,s054,206000.0,132900.0
117600.0,s054,396800.0,307100.0
83600.0,s054,324600.0,217500.0
105800.0,s054,121300.0,37700.0
109200.0,s054,119800.0,14000.0
83600.0,s054,301200.0,192000.0
73600.0,s054,678600.0,595000.0
77800.0,s054,164900.0,91300.0
119500.0,s054,139300.0,61500.0
96000.0,s054,90800.0,-28700.0
101800.0,s054,219900.0,123900.0
119200.0,s054,493300.0,391500.0
86300.0,s054,474600.0,366200.0
100000.0,s054,140900.0,54600.0
103400.0,s054,114800.0,14800.0
80500.0,s054,271100.0,167700.0
83600.0,s054,345100.0,264600.0
82800.0,s054,147200.0,63600.00000000001
105800.0,s054,147000.0,64199.99999999999
