hold_time,user,press_press_time,press_release_time
75500.0,s026,310300.0,232700.0
115400.0,s026,161800.0,86300.0
84200.0,s026,234200.0,118800.0
51200.0,s026,403500.0,319300.0
63400.0,s026,431800.0,380600.0
84500.0,s026,317100.0,253699.99999999997
75500.0,s026,224700.0,140200.0
58400.0,s026,139400.0,63900.0
99000.0,s026,211200.0,152800.0
94500.0,s026,290700.0,191700.0
71500.0,s026,769700.0,637700.0
73400.0,s026,151000.0,79500.0
98200.0,s026,172400.0,99000.0
61500.0,s026,311200.0,213000.0
72600.0,s026,403300.0,341800.0
75500.0,s026,193200.0,120600.0
85300.0,s026,131500.0,56000.0
59400.0,s026,102300.0,17000.0
108500.0,s026,136500.0,77100.0
90500.0,s026,271700.0,163200.0
69700.0,s026,229100.0,143800.0
108500.0,s026,120100.0,50400.0
74700.0,s026,143900.0,35400.0
60200.0,s026,450200.0,375500.0
76000.0,s026,552400.0,492200.0
85000.0,s026,225200.0,149200.0
88400.0,s026,117800.0,32800.0
51000.0,s026,129099.99999999999,40700.0
92900.0,s026,150200.0,99200.0
84500.0,s026,229500.0,136600.0
73100.0,s026,191300.0,107600.0
94500.0,s026,90800.0,17700.0
73400.0,s026,151500.0,57000.0
56500.0,s026,613300.0,539900.0
66800.0,s026,365600.0,309100.0
85500.0,s026,164200.0,97400.0
84500.0,s026,143400.0,57900.0
54400.0,s026,92200.0,7700.0
86600.0,s026,141000.0,86600.0
79700.0,s026,223700.0,137100.0
61300.0,s026,167000.0,88100.0
84700.0,s026,117500.0,56200.0
80800.0,s026,147300.0,62600.0
72300.0,s026,338900.0,258100.0
79500.0,s026,406500.0,334200.0
72300.0,s026,181100.0,101600.0
88200.0,s026,122500.0,50200.0
60200.0,s026,105200.0,17000.0
90500.0,s026,173900.0,113700.0
94200.0,s026,247700.0,157200.0
65199.99999999999,s026,183100.0,80700.0
75800.0,s026,129099.99999999999,63900.0
84500.0,s026,125400.00000000001,49600.0
72900.0,s026,272900.0,188400.0
72100.0,s026,441900.0,369000.0
90300.0,s026,202800.0,130700.00000000001
77900.0,s026,392000.0,301700.0
62300.0,s026,284600.0,206700.0
96400.0,s026,219800.0,157500.0
85300.0,s026,254900.00000000003,158500.0
70000.0,s026,153800.0,60900.0
89200.0,s026,123100.0,53100.0
77100.0,s026,124100.0,34900.0
62600.0,s026,462100.0,385000.0
72100.0,s026,349500.0,286900.0
78900.0,s026,176600.0,104500.0
78100.0,s026,137800.0,58900.0
67300.0,s026,81300.0,3200.0
93700.0,s026,143800.0,76500.0
87400.0,s026,735900.0,642200.0
75000.0,s026,205800.0,129500.0
85800.0,s026,91100.0,16100.0
76800.0,s026,135400.0,49600.0
67300.0,s026,326700.0,249900.0
82900.0,s026,327300.0,260000.0
82600.0,s026,181900.0,99000.0
91400.0,s026,141500.0,58900.0
60200.0,s026,90100.0,-1300.0
92400.0,s026,148300.0,88100.0
96100.0,s026,228200.0,135800.0
71800.0,s026,153000.0,75400.0
70000.0,s026,89500.0,17700.0
70000.0,s026,147100.0,77100.0
66800.0,s026,223600.0,153600.0
77100.0,s026,367400.0,300600.0
96100.0,s026,173200.0,96100.0
79500.0,s026,392000.0,295900.0
56200.0,s026,211800.0,132300.0
87100.0,s026,176500.0,120300.0
90500.0,s026,238200.0,151100.0
65000.0,s026,165100.0,88300.0
72300.0,s026,108800.0,43800.0
76300.0,s026,118300.0,46000.0
71800.0,s026,240700.0,164400.0
74700.0,s026,408800.0,337000.0
82400.0,s026,250300.00000000003,175600.0
78100.0,s026,215500.0,133100.0
59100.0,s026,135700.0,57600.0
96900.0,s026,163100.0,104000.0
97900.0,s026,220600.0,123700.0
71300.0,s026,316400.0,243500.0
81600.0,s026,182200.0,110900.0
86300.0,s026,139400.0,57800.0
72300.0,s026,425100.0,338800.0
85000.0,s026,432600.0,360300.0
