hold_time,user,press_press_time,press_release_time
48800.0,s036,856200.0,803200.0
51500.0,s036,569400.0,520599.99999999994
72300.0,s036,711300.0,659800.0
67300.0,s036,2207000.0,2134700.0
54600.0,s036,1926000.0,1858700.0
43000.0,s036,1798600.0,1744000.0
57300.0,s036,183100.0,140100.0
37000.0,s036,528100.0,470800.0
52200.0,s036,706500.0,669500.0
47500.0,s036,2245300.0,2193100.0
31899.999999999996,s036,652300.0,613800.0
34300.0,s036,521900.00000000006,490000.0
53000.0,s036,1039299.9999999999,1004999.9999999999
37500.0,s036,689100.0,636100.0
33800.0,s036,1778600.0,1741100.0
43500.0,s036,834700.0,800900.0
44100.0,s036,989500.0,946000.0
24800.0,s036,264900.0,220800.0
34300.0,s036,542400.0,517599.99999999994
18500.0,s036,1518100.0,1483800.0
30900.0,s036,700400.0,656600.0
18000.0,s036,519300.0,488400.0
37000.0,s036,692600.0,674600.0
26400.0,s036,1205500.0,1168500.0
43800.0,s036,782600.0,756200.0
34800.0,s036,1177800.0,1134000.0
9800.0,s036,227900.0,193100.0
29600.0,s036,666500.0,656700.0
40400.0,s036,1466000.0,1436400.0
33000.0,s036,1600100.0,1559700.0
31700.0,s036,1070900.0,1042100.0
35900.0,s036,652200.0,620500.0
49300.0,s036,903000.0,867100.0
38000.0,s036,1113100.0,1063800.0
35400.0,s036,1553100.0,1515100.0
39300.0,s036,1150700.0,1115300.0
52200.0,s036,261200.0,221900.0
34300.0,s036,473900.0,421700.0
43000.0,s036,872900.0,838600.0
37500.0,s036,2249800.0,2206800.0
42000.0,s036,2734800.0,2697600.0
43800.0,s036,514900.0,472900.0
34300.0,s036,464200.0,420400.0
42800.0,s036,250500.0,216200.0
38000.0,s036,786800.0,744000.0
46700.0,s036,628200.0,590200.0
45100.0,s036,337700.0,291000.0
35400.0,s036,292500.0,247400.0
35900.0,s036,464200.0,428800.0
47500.0,s036,1763300.0,1727400.0
42200.0,s036,1093800.0,1034700.0
41700.0,s036,694600.0,652400.0
35400.0,s036,1112100.0,1070400.0
30400.0,s036,1368700.0,1333300.0
39100.0,s036,814300.0,783900.0
36700.0,s036,671200.0,632100.0
52500.0,s036,447400.0,410700.0
43300.0,s036,302800.0,250300.00000000003
37000.0,s036,1100200.0,1056900.0
