hold_time,user,press_press_time,press_release_time
57000.0,s013,414000.0,318400.0
92900.0,s013,74200.0,17200.0
68600.0,s013,87100.0,-5800.0
57600.0,s013,882700.0,814100.0
65000.0,s013,380500.0,322900.0
89000.0,s013,130000.0,65000.0
89800.0,s013,85100.0,-3900.0
95600.0,s013,100400.0,10600.0
96100.0,s013,485100.0,389500.0
105100.0,s013,397400.0,301300.0
77400.0,s013,160200.0,81500.0
74200.0,s013,106700.0,29300.0
67900.0,s013,103000.0,28800.0
70500.0,s013,436500.0,368600.0
74500.0,s013,303600.0,233100.0
81100.0,s013,123400.0,48900.0
94000.0,s013,79800.0,-1300.0
62600.0,s013,89000.0,-5000.0
63400.0,s013,153600.0,91000.0
99800.0,s013,189400.0,126000.0
65199.99999999999,s013,400800.0,318700.0
77400.0,s013,90000.0,24800.0
57300.0,s013,91200.0,13800.0
47800.0,s013,797100.0,739800.0
72900.0,s013,526300.0,478500.0
63600.00000000001,s013,138400.0,65500.0
90800.0,s013,90400.0,26800.0
72900.0,s013,283200.0,192400.0
56000.0,s013,197200.0,124300.0
83400.0,s013,168800.0,112800.0
79700.0,s013,297100.0,231400.0
95300.0,s013,118300.0,38600.0
55200.0,s013,331000.0,235700.0
72600.0,s013,329100.0,273900.0
72900.0,s013,854000.0,781400.0
65199.99999999999,s013,138600.0,65700.0
57000.0,s013,114600.0,49400.0
75000.0,s013,258700.0,201700.0
65500.0,s013,168400.0,93400.0
80800.0,s013,146400.0,80900.0
60500.0,s013,311100.0,228500.0
44400.0,s013,109600.0,49100.0
14000.0,s013,234700.0,190300.0
83700.0,s013,533800.0,519800.00000000006
69500.0,s013,383600.0,299900.0
83400.0,s013,95400.0,25900.0
80300.0,s013,99300.0,15900.000000000002
58600.0,s013,88800.0,8500.0
59700.0,s013,150400.0,91800.0
87400.0,s013,350100.0,290400.0
66800.0,s013,462000.0,368600.0
78700.0,s013,89300.0,22500.0
57600.0,s013,77600.0,-1100.0
84700.0,s013,190300.0,132700.0
79500.0,s013,399100.0,314400.0
94500.0,s013,124700.0,45200.0
77900.0,s013,79500.0,-15000.0
73100.0,s013,114400.0,36500.0
63900.0,s013,176300.0,103200.0
85500.0,s013,323200.0,259299.99999999997
72400.0,s013,253300.00000000003,181500.0
75800.0,s013,70000.0,-2400.0
81000.0,s013,353400.0,277600.0
93200.0,s013,243300.0,162300.0
82400.0,s013,481200.0,388000.0
73900.0,s013,127300.0,44900.0
79500.0,s013,112000.0,38100.0
73900.0,s013,99900.0,20400.0
57300.0,s013,170700.0,96800.0
94500.0,s013,254100.0,196800.0
24600.0,s013,473400.0,392600.0
94500.0,s013,269000.0,244400.0
54100.0,s013,97700.0,3200.0
63900.0,s013,871900.0,817800.0
76300.0,s013,363500.0,299600.0
80300.0,s013,133900.0,57600.0
78500.0,s013,117900.0,37600.0
64800.0,s013,74500.0,-4000.0
80300.0,s013,159300.0,94500.0
88200.0,s013,283400.0,203100.0
68600.0,s013,180400.0,102800.0
84500.0,s013,92400.0,23800.0
53300.0,s013,88500.0,4000.0
71300.0,s013,647900.0,594600.0
71600.0,s013,363300.0,292000.0
64699.99999999999,s013,110700.0,39100.0
87400.0,s013,96700.0,32000.0
64500.0,s013,67600.0,-19800.0
63600.00000000001,s013,388000.0,323500.0
105600.0,s013,202000.0,138400.0
73700.0,s013,193900.0,111800.0
88200.0,s013,89300.0,15600.0
61100.0,s013,71500.0,-16700.0
77100.0,s013,290700.0,229600.0
70000.0,s013,337400.0,260299.99999999997
86100.0,s013,112500.0,42500.0
90000.0,s013,91000.0,4900.0
59100.0,s013,102700.0,12700.0
73700.0,s013,138800.0,79700.0
91600.0,s013,247200.0,173500.0
61300.0,s013,189200.0,118200.0
78400.0,s013,84000.0,22700.0
56500.0,s013,83400.0,5000.0
62300.0,s013,457300.0,400800.0
87700.0,s013,446300.0,384000.0
82900.0,s013,321800.0,234100.0
53300.0,s013,144500.0,61600.0
71300.0,s013,240700.0,187400.0
75500.0,s013,169200.0,97900.0
108800.0,s013,226300.0,150800.0
71800.0,s013,262600.0,191800.0
87600.0,s013,72900.0,1100.0
53900.0,s013,100600.0,13000.0
77400.0,s013,379300.0,325400.0
80800.0,s013,324200.0,246800.0
82100.0,s013,179000.0,98200.0
73900.0,s013,138700.0,56600.0
85500.0,s013,123800.0,49900.0
61000.0,s013,255199.99999999997,169700.0
